hdf5_path,demo_id,environment,onset_idx,peak_idx,post_idx,action,grip_type,object_name,object_category,grip_type_grouped
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_149,office_ml_p2,44,58,60,pressing,Index Finger Extension,office chair armrest,chair,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_119,home_bedroom,26,39,47,pulling,Prismatic 2 Finger,belt on jeans,belt,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_21,grocery_target_p2,149,186,191,picking up,Tip Pinch,packaged plug-in night light,package,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_094,home_kitchen_p1,34,56,60,adjusting,Tip Pinch,palm frond (houseplant leaf),plant,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_116,home_bedroom,129,216,224,folding,Palmar,pair of khaki pants,clothing item,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_61,fablab_ml_p2,230,528,532,picking up,Tip Pinch,plastic cup,cup,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_43,hardware_homedepot_p4,43,113,116,picking up,Prismatic 4 Finger,2-cycle fuel can (50:1 mix),can,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_031,office_ml_p2,30,59,61,pressing,Index Finger Extension,pushbutton on breadboard,button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_072,office_ml_p2,8,13,48,picking up,Medium Wrap,coiled white cable,cable,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_160,office_ml_p2,29,57,58,unscrewing,Prismatic 2 Finger,plastic water bottle (green cap),bottle,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_178,office_ml_p2,41,179,190,twisting,Tip Pinch,window blind tilt wand,stick,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_314,office_ml_p1,7,14,20,moving,Tip Pinch,red adhesive tape roll,tape,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_191,office_ml_p2,8,14,45,picking up,Fixed Hook,virtual reality headset,AR/VR device,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_mcdonalds.hdf5,demo_26,eat_mcdonalds,54,67,73,holding,Tip Pinch,burger in yellow fast‑food wrapper,packaged food,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_158,office_ml_p1,7,11,30,resting hand,Ventral,desk/table surface,table,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_015,office_ml_p2,5,11,22,picking up,Prismatic 3 Finger,power plug,plug,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p3.hdf5,demo_32,fablab_ml_p3,48,61,67,picking up,Prismatic 2 Finger,wooden mallet,hammer,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_002,grocery_target_p1,90,118,122,touching,Palmar,green silicone jar opener ring,hand tool,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p3.hdf5,demo_15,fablab_ml_p3,90,112,123,moving,Prismatic 3 Finger,compact tape measure,measuring tool,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_065,hardware_homedepot_p2,39,61,62,pressing,Index Finger Extension,Ryobi portable fan,appliance,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p3.hdf5,demo_28,home_kitchen_p3,63,142,143,eating,Writing Tripod,fork,cutlery,Writing Tripod
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_023,office_ml_p1,46,106,111,unfolding,Tip Pinch,black fabric accessory pouch,bag,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_241,office_ml_p1,24,44,44,pressing,Ventral,printed document sheet,paper,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_038,home_kitchen_p1,73,100,102,pressing,Small Diameter,flashlight,light,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_007,office_ml_p2,5,11,33,picking up,Prismatic 3 Finger,USB wall charger,charger,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_099,office_csail_p1,10,13,27,sliding,Prismatic 2 Finger,pull-out keyboard tray,drawer,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_083,office_ml_p2,8,11,57,carrying,Small Diameter,toilet plunger,cleaning item,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_39,hardware_homedepot_p4,56,181,194,placing,Small Diameter,small pickaxe,hand tool,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_139,office_ml_p2,8,12,23,unplugging,Prismatic 2 Finger,USB-A plug,plug,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_ygf_p2.hdf5,demo_35,eat_ygf_p2,6,12,94,picking up,Writing Tripod,chopsticks,utensil,Writing Tripod
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_005,home_kitchen_p1,11,14,71,placing,Small Diameter,small nonstick pan,pan,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p3.hdf5,demo_01,fablab_ml_p3,66,138,146,grasping,Prismatic 2 Finger,steel ruler on tool wall,measuring tool,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_201,office_ml_p2,49,191,204,placing,Prismatic 2 Finger,paper shopping bag,bag,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_83,fablab_ml_p2,7,12,72,pulling,Medium Wrap,trash can handle,handle,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_134,office_ml_p2,89,129,141,pushing,Palmar,plastic-wrapped pack of paper towels/napkins,toiletry,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_85,grocery_target_p2,207,264,272,placing,Small Diameter,insulated tumbler with handle and straw,drinkware,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_032,office_csail_p1,80,84,85,holding,Prismatic 2 Finger,table edge,table,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_130,office_ml_p2,43,76,84,picking up,Tip Pinch,bag of pistachios,packaged food,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_050,office_ml_p1,73,297,297,touching,Index Finger Extension,shallow white plastic dish,container,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_47,grocery_tj,125,490,503,picking up,Prismatic 2 Finger,packaged sliced cheese,dairy product,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_072,office_csail_p1,7,12,52,placing,Prismatic 3 Finger,Chewy granola bar box,packaged food,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_91,hardware_homedepot_p4,44,92,97,placing,Prismatic 2 Finger,PVC cement can,can,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_226,office_ml_p1,73,78,91,pressing,Index Finger Extension,pump spray bottle,bottle,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_mcdonalds.hdf5,demo_11,eat_mcdonalds,59,80,87,picking up,Power Sphere,yellow-wrapped sandwich,packaged food,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_074,office_ml_p2,19,47,52,pressing,Palmar,brown hardcover book on shelf,book,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_129,hardware_homedepot_p3,10,12,163,picking up,Prismatic 2 Finger,Milwaukee pruning saw (packaged),hand tool,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_09,fablab_ml_p2,6,13,43,sliding,Parallel Extension,wood panel,construction material,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_021,office_csail_p2,34,40,41,pushing,Palmar,cabinet door,cabinet,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_51,grocery_tj,6,14,40,picking up,Prismatic 2 Finger,single-serve Greek yogurt cup,dairy product,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_148,hardware_homedepot_p5,11,12,38,picking up,Tip Pinch,frosted glass lamp shade,light,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p2.hdf5,demo_10,home_kitchen_p2,12,61,69,picking up,Tip Pinch,dragon fruit slice,fruit,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_164,hardware_homedepot_p5,27,72,77,lifting,Palmar,wooden slatted crate,box,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p3.hdf5,demo_35,home_kitchen_p3,36,44,54,moving,Tip Pinch,small plastic cup,cup,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_049,office_ml_p1,10,14,43,pressing,Palmar,computer mouse,mouse,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_61,grocery_target_p2,201,887,894,pressing,Tip Pinch,American football,ball,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_155,hardware_homedepot_p5,33,41,45,picking up,Small Diameter,lint roller,cleaning item,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_77,grocery_target_p2,34,66,79,placing,Power Sphere,American football,ball,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_004,home_bedroom,7,13,26,picking up,Tip Pinch,white cloth,fabric,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p3.hdf5,demo_16,home_kitchen_p3,6,14,62,holding,Small Diameter,drinking glass with coffee,drinkware,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_100,home_bedroom,31,120,129,switching off,Index Finger Extension,desk lamp switch,switch,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_084,office_csail_p2,23,69,71,pulling,Prismatic 2 Finger,cabinet door handle,handle,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p2.hdf5,demo_12,home_kitchen_p2,27,55,59,pulling,Prismatic 2 Finger,kitchen cabinet door,cabinet,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_032,office_ml_p1,323,365,372,pressing,Index Finger Extension,hand sanitizer pump bottle,toiletry,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_173,office_ml_p2,153,211,214,pressing,Index Finger Extension,window lock switch,switch,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_079,hardware_homedepot_p3,24,93,96,turning,Small Diameter,door lever handle,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_049,home_bedroom,38,105,117,picking up,Prismatic 2 Finger,USB flash drive,electronics,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_064,hardware_homedepot_p3,36,58,70,placing,Small Diameter,black metal door pull handle,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_68,hardware_homedepot_p4,45,108,113,placing,Prismatic 2 Finger,plastic garden edging fence panel,construction material,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_227,office_ml_p1,8,36,45,touching,Tip Pinch,disinfecting wipes canister,cleaning item,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_226,office_ml_p2,7,12,72,turning,Tip Pinch,monitor mount tightening knob,knob,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p1.hdf5,demo_09,hardware_homedepot_p1,11,79,83,picking up,Prismatic 2 Finger,plastic step stool,unknown object,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_152,office_ml_p2,35,41,50,picking up,Prismatic 2 Finger,USB adapter,electronics,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_03,fablab_ml_p2,10,13,38,lowering,Medium Wrap,miter saw handle,power tool,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_157,hardware_homedepot_p5,8,10,53,inspecting,Medium Wrap,long-handled scrubber,cleaning item,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_083,hardware_homedepot_p2,6,12,32,pressing,Index Finger Extension,shelf display test button,button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_031,office_csail_p2,24,98,102,moving,Palmar,computer mouse,mouse,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p1.hdf5,demo_06,hardware_homedepot_p1,29,103,105,picking up,Fixed Hook,folding step stool,tool,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_133,grocery_target_p1,33,63,70,placing,Prismatic 3 Finger,woven wicker basket,container,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_187,office_ml_p2,38,164,176,picking up,Medium Wrap,VR headset,AR/VR device,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_257,office_ml_p2,27,55,64,placing,Medium Wrap,disinfecting wipes canister,cleaning item,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_052,home_kitchen_p1,101,135,145,placing,Prismatic 2 Finger,plastic packaged food tray,packaged food,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_33,grocery_tj,84,91,105,grasping,Tip Pinch,mesh bag of avocados,fruit,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_168,office_ml_p1,35,151,152,pressing,Precision Sphere,green mesh stress ball,ball,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_ygf_p2.hdf5,demo_38,eat_ygf_p2,147,334,344,picking up,Tripod Variation,chopsticks,utensil,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p2.hdf5,demo_02,home_kitchen_p2,24,49,59,screwing,Small Diameter,glass jar lid,container,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_127,hardware_homedepot_p5,7,14,20,pulling,Medium Wrap,oven door handle,handle,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_ygf_p2.hdf5,demo_36,eat_ygf_p2,107,148,149,moving,Palmar,ceramic curry bowl,bowl,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_312,office_ml_p1,7,13,59,plugging in,Prismatic 2 Finger,USB cable plug,plug,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_plant.hdf5,demo_29,grocery_plant,66,211,222,feeling,Palmar,plush teddy bear,toy,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_108,home_kitchen_p1,114,144,145,holding,Medium Wrap,Instant Pot lid handle,appliance,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_022,grocery_target_p1,6,10,35,picking up,Small Diameter,glass measuring cup with red handle,cup,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_083,hardware_homedepot_p5,9,50,55,pulling,Prismatic 2 Finger,cabinet door pull handle,handle,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_096,office_ml_p1,8,13,42,placing,Tip Pinch,small cardboard box,box,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_35,grocery_target_p2,5,10,37,picking up,Prismatic 3 Finger,Pennzoil motor oil bottle,bottle,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_287,office_ml_p1,17,46,46,placing,Prismatic 2 Finger,round mint/gum tin,packaged food,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_058,hardware_homedepot_p3,30,61,62,examining,Small Diameter,door pull handle (display sample),handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p2.hdf5,demo_35,home_kitchen_p2,5,14,77,stirring,Prismatic 2 Finger,teaspoon,cutlery,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_014,grocery_target_p1,36,53,56,picking up,Lateral,packaged kitchen turner/spatula,utensil,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_144,office_ml_p1,9,14,26,holding,Prismatic 3 Finger,pink toy cup,toy,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_60,grocery_tj,219,255,266,picking up,Prismatic 2 Finger,bag of spaghetti,packaged food,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_ygf_p2.hdf5,demo_07,eat_ygf_p2,64,123,131,adjusting,Index Finger Extension,chopsticks,utensil,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_62,grocery_tj,36,126,131,picking up,Prismatic 2 Finger,spice grinder bottle,bottle,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_025,office_ml_p1,12,14,63,unfolding,Tip Pinch,toolkit cover flap,toolbox,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_084,grocery_target_p1,26,45,47,lifting,Fixed Hook,water bottle carry loop,bottle,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_040,home_bedroom,6,46,50,placing,Small Diameter,blue-and-white marker,marker,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_026,office_ml_p1,23,59,59,pressing,Palmar,precision screwdriver bit kit case,toolbox,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_008,office_ml_p2,39,50,60,unplugging,Tip Pinch,USB cable plug,plug,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_38,fablab_ml_p2,53,94,107,pulling,Fixed Hook,tool chest drawer handle,handle,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_00,grocery_tj,70,97,101,pointing,Index Finger Extension,shelf price label for apple juice,paper,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_214,office_ml_p1,5,12,24,spraying,Small Diameter,whiteboard cleaner aerosol can,cleaning item,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_134,home_kitchen_p1,37,61,61,pulling,Lateral,kitchen cabinet door,cabinet,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_109,hardware_homedepot_p5,20,38,42,turning,Precision Disk,stove burner control knob,knob,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_ygf_p2.hdf5,demo_18,eat_ygf_p2,97,135,153,serving,Prismatic 2 Finger,stainless serving tongs,utensil,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_79,fablab_ml_p2,123,157,162,pulling,Fixed Hook,trash can side handle,handle,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_32,hardware_homedepot_p4,97,197,205,placing,Light Tool,Ryobi compact chainsaw (display unit),power tool,Light Tool
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_068,hardware_homedepot_p5,7,13,24,pulling,Small Diameter,refrigerator freezer drawer handle,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_076,hardware_homedepot_p5,25,55,68,lifting,Medium Wrap,oven door handle,handle,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_plant.hdf5,demo_03,grocery_plant,35,109,110,adjusting,Tip Pinch,hanging planter hook,hardware,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_165,office_ml_p1,53,107,121,picking up,Tip Pinch,small yellow toy figure,toy,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_026,hardware_homedepot_p5,88,129,130,pushing,Ventral,tall gray cabinet door,cabinet,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_24,grocery_target_p2,35,84,87,picking up,Medium Wrap,bubble wrap roll,unidentifiable material,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_020,office_ml_p1,64,151,162,placing,Medium Wrap,disinfecting wipes canister,cleaning item,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_054,office_csail_p2,28,48,54,pulling,Tip Pinch,aluminum beverage can pull tab,can,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_039,office_csail_p2,7,10,54,sliding,Palmar,anti-static electronics bag,package,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_31,grocery_tj,164,208,220,placing,Tip Pinch,bag of peaches,fruit,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_39,grocery_target_p2,28,120,132,holding,Small Diameter,automotive fluid bottle (blue with yellow cap),bottle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_037,hardware_homedepot_p3,20,46,47,pressing,Index Finger Extension,door lock display button,button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_187,home_kitchen_p1,41,62,63,grasping,Tip Pinch,multi-cooker lid handle,handle,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_mcdonalds.hdf5,demo_19,eat_mcdonalds,31,89,94,unfolding,Tip Pinch,paper takeout bag,bag,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_049,home_kitchen_p1,9,12,57,pressing,Precision Disk,small push-button switch with green indicator,button,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_74,fablab_ml_p2,266,477,477,turning,Small Diameter,vise handle,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_070,grocery_target_p1,9,12,32,picking up,Tip Pinch,lamp power plug,plug,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_ygf_p2.hdf5,demo_32,eat_ygf_p2,81,144,145,picking up,Writing Tripod,chopsticks,utensil,Writing Tripod
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_308,office_ml_p1,26,46,46,typing,Index Finger Extension,compact wireless keyboard,keyboard,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_110,office_ml_p2,25,37,42,moving,Prismatic 2 Finger,plastic stacking chair,chair,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p3.hdf5,demo_13,fablab_ml_p3,139,398,405,placing,Ring,red-handled scissors,hand tool,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_mcdonalds.hdf5,demo_34,eat_mcdonalds,88,107,110,adjusting,Tip Pinch,drinking straw in plastic cup,utensil,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_127,hardware_homedepot_p3,11,14,33,pointing,Index Finger Extension,cordless power tool handle (yellow DeWalt display),power tool,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_198,office_ml_p2,45,166,173,pressing,Index Finger Extension,desktop computer power button,button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_045,office_csail_p2,36,58,59,pulling,Lateral,keyboard tray handle,handle,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p3.hdf5,demo_21,home_kitchen_p3,23,39,46,placing,Tip Pinch,espresso shot glass,drinkware,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_178,office_ml_p1,37,84,90,pressing,Index Finger Extension,small yellow toy piece,toy,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_110,hardware_homedepot_p5,34,41,50,turning,Prismatic 2 Finger,stove burner control knob,knob,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_ygf_p2.hdf5,demo_04,eat_ygf_p2,71,131,133,eating,Writing Tripod,black chopsticks,utensil,Writing Tripod
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_ygf_p2.hdf5,demo_01,eat_ygf_p2,55,83,87,picking up,Writing Tripod,chopsticks,utensil,Writing Tripod
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_51,fablab_ml_p1,40,115,116,removing,Prismatic 3 Finger,power tool battery pack,component,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_006,office_ml_p1,5,8,29,pushing,Palmar,office chair,chair,Palmar
